Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,Enrollment Type,Total Points Redeemed
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61373,Married,Star,Standard,671
New Brunswick,Fredericton,E3B 2H2,Male,Doctor,81863,Married,Star,Standard,1008
Ontario,Toronto,M1R 4K3,Male,Bachelor,64338,Married,Nova,Standard,841
Ontario,Sudbury,M5V 1G5,Female,Bachelor,77935,Married,Star,Standard,3410
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48464,Married,Aurora,Standard,420
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,73987,Married,Star,Standard,791
Alberta,Edmonton,T9G 1W3,Female,High School or Below,54437,Married,Nova,Standard,1247
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,72765,Single,Star,Standard,444
Ontario,Toronto,P1L 8X8,Female,Bachelor,60370,Divorced,Aurora,Standard,1199
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,47717,Divorced,Star,Standard,1440
Ontario,Toronto,P1L 8X8,Female,Bachelor,72765,Married,Star,Standard,439
Quebec,Montreal,H2T 2J6,Female,Bachelor,63809,Married,Aurora,2023 Promotion,480
Ontario,London,M5B 3E4,Male,Bachelor,56506,Married,Star,Standard,876
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,65149,Divorced,Aurora,Standard,1441
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,62225,Married,Star,Standard,1298
British Columbia,Vancouver,V6E 3Z3,Female,Master,77895,Married,Nova,Standard,1662
Quebec,Montreal,H2Y 4R4,Male,Bachelor,70321,Divorced,Aurora,Standard,569
Ontario,Toronto,M2M 7K8,Male,Bachelor,62544,Married,Aurora,Standard,386
Ontario,Ottawa,K1F 2R2,Male,Bachelor,53772,Married,Aurora,Standard,756
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,47536,Married,Star,Standard,814
Ontario,Kingston,M9K 2P4,Male,Bachelor,77699,Married,Nova,Standard,1537
Ontario,Toronto,M2Z 4K1,Male,Bachelor,79766,Married,Star,2023 Promotion,1043
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,71131,Married,Nova,Standard,1070
Ontario,Toronto,M8Y 4K8,Female,Bachelor,60968,Married,Aurora,2023 Promotion,375
Ontario,Toronto,P1J 8T7,Male,Bachelor,47291,Single,Aurora,Standard,1372
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,81032,Married,Nova,Standard,1822
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57033,Married,Aurora,Standard,995
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,48333,Married,Nova,Standard,365
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,69098,Married,Star,Standard,2437
British Columbia,Victoria,V10 6T5,Female,Bachelor,53178,Married,Nova,Standard,457
Manitoba,Winnipeg,R2C 0M5,Male,High School or Below,80919,Single,Star,Standard,616
Ontario,Ottawa,K1G 4Z0,Male,High School or Below,45384,Married,Nova,Standard,1080
Ontario,Sudbury,M5V 1G5,Female,Bachelor,54714,Married,Nova,Standard,545
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,49982,Married,Star,Standard,650
Quebec,Quebec City,G1B 3L5,Female,Bachelor,56465,Divorced,Star,Standard,1145
Ontario,Toronto,P2T 6G3,Male,Bachelor,68580,Single,Aurora,Standard,509
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,52145,Married,Aurora,Standard,1450
Ontario,Toronto,P2T 6G3,Male,Bachelor,74994,Married,Nova,Standard,2081
Ontario,Toronto,M2Z 4K1,Male,Bachelor,80516,Married,Star,Standard,1590
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,59344,Single,Aurora,Standard,1353
Ontario,Toronto,P1W 1K4,Female,Bachelor,54792,Divorced,Star,Standard,1212
Quebec,Montreal,H2Y 4R4,Female,High School or Below,62621,Single,Star,Standard,1877
Ontario,Toronto,P2T 6G3,Female,Bachelor,31108,Married,Nova,2023 Promotion,1230
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,54485,Married,Nova,Standard,1476
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,72526,Divorced,Star,2023 Promotion,2193
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,72667,Married,Nova,Standard,1599
Ontario,Kingston,M9K 2P4,Male,Bachelor,52975,Single,Nova,Standard,1139
Ontario,Toronto,P1L 8X8,Male,Bachelor,67819,Single,Star,Standard,599
British Columbia,Victoria,V10 6T5,Female,Bachelor,52489,Married,Nova,Standard,1041
Quebec,Montreal,H2Y 2W2,Female,Bachelor,71044,Divorced,Star,Standard,554
Quebec,Montreal,H3T 8L4,Female,Bachelor,74530,Married,Nova,Standard,937
Ontario,Toronto,M2Z 4K1,Male,Bachelor,66443,Married,Star,Standard,1759
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,51929,Married,Aurora,Standard,554
Ontario,Toronto,P1J 8T7,Male,Bachelor,73987,Married,Nova,Standard,457
Quebec,Quebec City,G1B 3L5,Male,Bachelor,73602,Married,Aurora,Standard,950
Ontario,Toronto,P1J 8T7,Female,Bachelor,77668,Divorced,Nova,Standard,566
Quebec,Quebec City,G1B 3L5,Female,Bachelor,52327,Divorced,Star,Standard,520
Quebec,Montreal,H2Y 2W2,Male,High School or Below,59595,Married,Nova,Standard,411
Ontario,Trenton,K8V 4B2,Female,Bachelor,50004,Divorced,Star,Standard,1211
Alberta,Edmonton,T9G 1W3,Male,Bachelor,64560,Married,Aurora,Standard,1989
Quebec,Montreal,H2Y 4R4,Female,High School or Below,68437,Married,Star,Standard,2000
British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,45229,Single,Nova,Standard,1735
Quebec,Montreal,H2T 9K8,Female,Bachelor,56886,Married,Nova,Standard,529
Quebec,Hull,J8Y 3Z5,Male,Bachelor,46801,Married,Nova,Standard,997
Quebec,Montreal,H2Y 2W2,Female,Bachelor,67052,Divorced,Star,Standard,559
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,55081,Married,Star,Standard,1428
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,56242,Married,Aurora,Standard,1519
Quebec,Montreal,H3T 8L4,Male,Bachelor,51868,Married,Star,Standard,420
Ontario,Toronto,M2P 4F6,Male,Bachelor,71589,Married,Nova,Standard,1773
Alberta,Calgary,T3E 2V9,Female,Bachelor,75861,Married,Star,Standard,567
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,79054,Divorced,Nova,Standard,464
Quebec,Tremblant,H5Y 2S9,Female,Bachelor,81253,Married,Star,2023 Promotion,757
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58119,Divorced,Star,Standard,1435
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,76002,Married,Star,Standard,1547
Ontario,Toronto,M8Y 4K8,Male,Bachelor,61506,Married,Star,Standard,1569
Ontario,Ottawa,K1F 2R2,Male,Bachelor,72205,Married,Star,Standard,1792
Ontario,Trenton,K8V 4B2,Male,Bachelor,59262,Married,Nova,Standard,2734
Manitoba,Winnipeg,R6Y 4T5,Female,Doctor,70996,Single,Nova,Standard,1235
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,28484,Divorced,Nova,2023 Promotion,1613
Quebec,Montreal,H2Y 4R4,Female,Bachelor,77335,Married,Aurora,Standard,945
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,49632,Divorced,Nova,Standard,1016
Ontario,Toronto,P1L 8X8,Male,Bachelor,75307,Divorced,Star,Standard,1322
Alberta,Edmonton,T9G 1W3,Female,Bachelor,78993,Married,Nova,Standard,523
Quebec,Montreal,H2Y 2W2,Female,Bachelor,60519,Married,Nova,Standard,2183
Quebec,Montreal,H2Y 2W2,Female,Bachelor,56831,Married,Nova,Standard,2055
Ontario,Toronto,M2M 7K8,Female,Bachelor,63094,Married,Star,Standard,1157
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,49324,Married,Star,Standard,1116
British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,57235,Married,Star,Standard,1948
Ontario,Toronto,M1R 4K3,Female,Bachelor,82937,Married,Aurora,Standard,2636
Quebec,Quebec City,G1B 3L5,Male,High School or Below,65673,Single,Nova,Standard,1090
Ontario,Toronto,M2M 7K8,Male,Bachelor,77280,Married,Star,Standard,393
Ontario,Toronto,P1J 8T7,Female,Bachelor,66084,Married,Nova,Standard,2204
Ontario,Toronto,P5S 6R4,Female,Doctor,80926,Married,Aurora,Standard,1084
Ontario,Toronto,M2M 7K8,Female,Bachelor,73945,Single,Star,Standard,2145
Alberta,Peace River,T9O 2W2,Male,Bachelor,77161,Divorced,Nova,Standard,421
Ontario,Toronto,M1R 4K3,Female,Bachelor,49489,Married,Star,Standard,427
Ontario,Toronto,M8Y 4K8,Female,Bachelor,78830,Married,Aurora,Standard,1856
British Columbia,Victoria,V10 6T5,Female,Bachelor,65021,Divorced,Nova,Standard,1424
Quebec,Montreal,H2T 2J6,Female,Bachelor,48264,Married,Star,2023 Promotion,604
British Columbia,Whistler,V6T 1Y8,Male,High School or Below,78318,Married,Star,Standard,1152
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,59278,Married,Star,Standard,795
Ontario,Trenton,K8V 4B2,Male,Bachelor,68150,Married,Nova,Standard,547
Quebec,Montreal,H2Y 2W2,Male,Bachelor,64720,Single,Star,Standard,1233
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,48680,Married,Nova,2023 Promotion,441
Quebec,Montreal,H2T 2J6,Male,Bachelor,49355,Married,Star,Standard,706
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,80153,Married,Aurora,Standard,1648
Quebec,Montreal,H2Y 2W2,Male,Bachelor,55876,Married,Nova,Standard,797
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,67445,Single,Nova,Standard,1006
Ontario,Toronto,P1W 1K4,Male,Bachelor,57974,Single,Aurora,Standard,1523
Quebec,Quebec City,G1B 3L5,Male,Bachelor,65264,Divorced,Star,Standard,1344
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,47715,Divorced,Star,Standard,711
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,74920,Divorced,Nova,Standard,614
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411,Married,Star,Standard,999
Alberta,Edmonton,T9G 1W3,Male,Bachelor,73865,Single,Nova,Standard,844
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,62429,Single,Nova,Standard,632
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,49816,Single,Nova,Standard,1386
Ontario,Toronto,M2M 7K8,Male,Bachelor,68249,Single,Star,Standard,705
Quebec,Quebec City,G1B 3L5,Male,High School or Below,40070,Married,Aurora,Standard,1087
Saskatchewan,Regina,S6J 3G0,Male,Bachelor,67609,Married,Star,Standard,1942
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,82886,Married,Aurora,Standard,952
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,68005,Married,Star,Standard,1275
Alberta,Calgary,T3E 2V9,Male,High School or Below,63837,Divorced,Star,Standard,766
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,51189,Divorced,Nova,Standard,1340
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,72669,Divorced,Nova,Standard,484
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,61693,Married,Star,Standard,510
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,49243,Married,Star,Standard,1906
Ontario,Toronto,P5S 6R4,Male,Bachelor,68791,Divorced,Nova,Standard,699
Ontario,Sudbury,M5V 1G5,Female,Bachelor,49197,Married,Nova,Standard,1348
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,50663,Married,Nova,Standard,487
Ontario,Toronto,P1L 8X8,Female,Bachelor,67762,Married,Nova,Standard,1136
Quebec,Hull,J8Y 3Z5,Female,Bachelor,55923,Married,Star,Standard,1323
Quebec,Montreal,H2T 2J6,Male,High School or Below,65752,Married,Star,Standard,1261
Quebec,Montreal,H2T 2J6,Female,Bachelor,56519,Married,Aurora,Standard,1840
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58711,Divorced,Star,Standard,1190
Ontario,Toronto,P1J 8T7,Male,Bachelor,72072,Married,Star,Standard,442
British Columbia,Victoria,V10 6T5,Male,Bachelor,81332,Married,Star,Standard,2226
Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,63259,Married,Star,Standard,835
Quebec,Quebec City,G1B 3L5,Female,Bachelor,53061,Married,Star,Standard,1797
Ontario,London,M5B 3E4,Male,Bachelor,49577,Married,Star,Standard,1675
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61822,Divorced,Nova,Standard,1233
Ontario,Toronto,M2M 6J7,Male,Bachelor,67821,Single,Star,Standard,974
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,80861,Married,Star,Standard,610
Ontario,Trenton,K8V 4B2,Male,Bachelor,68760,Married,Aurora,Standard,1141
British Columbia,Vancouver,V1E 4R6,Female,High School or Below,78716,Married,Star,Standard,492
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,73360,Married,Nova,Standard,636
Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,77416,Single,Star,Standard,1352
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,62475,Married,Aurora,Standard,972
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,77111,Divorced,Nova,Standard,657
Quebec,Quebec City,G1B 3L5,Female,Bachelor,74705,Divorced,Star,Standard,485
Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,59875,Divorced,Nova,Standard,738
British Columbia,Victoria,V10 6T5,Female,Bachelor,69080,Married,Star,Standard,365
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,74135,Married,Aurora,Standard,1822
Ontario,Trenton,K8V 4B2,Male,High School or Below,81873,Single,Star,2023 Promotion,323
Ontario,Toronto,P1L 8X8,Male,Bachelor,68599,Married,Nova,Standard,982
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,73010,Divorced,Star,Standard,485
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,50298,Married,Aurora,Standard,748
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,71450,Married,Aurora,2023 Promotion,1158
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,78974,Divorced,Nova,Standard,337
Ontario,Toronto,M1R 4K3,Female,Bachelor,55849,Divorced,Star,Standard,1120
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,56307,Divorced,Nova,2023 Promotion,1313
Quebec,Montreal,H4G 3T4,Female,High School or Below,42799,Single,Star,Standard,2647
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,61100,Married,Aurora,Standard,676
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,58509,Married,Aurora,Standard,922
Ontario,London,M5B 3E4,Male,Doctor,74504,Divorced,Aurora,Standard,1310
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,52204,Married,Aurora,Standard,582
Quebec,Montreal,H2Y 4R4,Female,Bachelor,66388,Single,Star,Standard,1149
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,72454,Married,Aurora,Standard,1220
Alberta,Banff,T4V 1D4,Male,Bachelor,73176,Married,Nova,Standard,329
Quebec,Hull,J8Y 3Z5,Male,Bachelor,49588,Divorced,Nova,Standard,1620
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,76533,Married,Star,Standard,1160
Ontario,Toronto,M2Z 4K1,Female,Bachelor,80107,Married,Aurora,Standard,1218
Ontario,Toronto,M2M 7K8,Male,Bachelor,64001,Single,Star,Standard,1837
Alberta,Edmonton,T9G 1W3,Female,Bachelor,69342,Married,Nova,Standard,506
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,52414,Married,Nova,Standard,1693
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,50114,Married,Star,Standard,1462
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,77443,Divorced,Star,Standard,1519
Ontario,Toronto,P5S 6R4,Female,Master,75891,Divorced,Nova,Standard,1331
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,64368,Married,Star,Standard,360
Ontario,Ottawa,K1F 2R2,Female,Bachelor,66731,Single,Star,Standard,1309
Nova Scotia,Halifax,B3C 2M8,Female,Master,81333,Single,Nova,Standard,489
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55613,Married,Nova,2023 Promotion,481
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,68387,Single,Star,Standard,560
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,61750,Married,Aurora,Standard,1272
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,80537,Married,Nova,Standard,1780
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,70329,Married,Nova,Standard,870
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,74173,Single,Aurora,Standard,1038
Ontario,Toronto,P1L 8X8,Male,Bachelor,52249,Single,Star,Standard,432
Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,59184,Married,Nova,Standard,1690
Ontario,Kingston,M9K 2P4,Male,Bachelor,64076,Married,Nova,Standard,896
Alberta,Edmonton,T9G 1W3,Male,Bachelor,75706,Married,Star,Standard,428
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,54794,Married,Star,Standard,1439
Ontario,Toronto,P1J 8T7,Female,Bachelor,80224,Married,Nova,Standard,1797
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71134,Married,Nova,Standard,388
Ontario,Toronto,P5S 6R4,Male,Bachelor,81308,Married,Aurora,Standard,822
Ontario,Toronto,M8Y 4K8,Male,Bachelor,82547,Married,Aurora,Standard,681
Alberta,Banff,T4V 1D4,Female,Bachelor,55849,Divorced,Star,Standard,1319
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,63057,Married,Nova,Standard,1135
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49139,Married,Nova,Standard,1136
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,51699,Married,Nova,Standard,600
Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,65488,Married,Nova,Standard,429
Ontario,London,M5B 3E4,Male,Bachelor,60050,Divorced,Star,Standard,436
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,58361,Married,Star,2023 Promotion,1425
Quebec,Montreal,H2T 2J6,Male,Bachelor,72116,Married,Nova,Standard,1667
British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,63114,Married,Star,2023 Promotion,493
Ontario,Toronto,P1L 8X8,Female,Bachelor,64497,Married,Star,Standard,559
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80219,Married,Nova,Standard,425
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,49224,Married,Aurora,Standard,367
British Columbia,Victoria,V10 6T5,Male,High School or Below,65565,Married,Aurora,Standard,412
Ontario,Ottawa,K1F 2R2,Female,Bachelor,51210,Single,Nova,Standard,2311
Quebec,Montreal,H2T 9K8,Male,Bachelor,54294,Married,Star,Standard,453
Ontario,Toronto,P1W 1K4,Male,High School or Below,75079,Divorced,Nova,Standard,539
Ontario,Toronto,M8Y 4K8,Female,Bachelor,69047,Married,Nova,Standard,982
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928,Married,Star,Standard,644
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,82587,Divorced,Star,Standard,419
Newfoundland,St. John's,A1C 6H9,Male,High School or Below,53194,Divorced,Star,Standard,466
British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,62744,Single,Star,Standard,811
Ontario,Toronto,P2T 6G3,Male,Bachelor,61373,Married,Nova,Standard,1139
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,55767,Single,Star,Standard,765
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,65526,Married,Nova,Standard,1617
Saskatchewan,Regina,S6J 3G0,Female,Bachelor,72350,Divorced,Nova,Standard,890
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,64308,Married,Star,Standard,757
Ontario,Toronto,P2T 6G3,Male,Bachelor,65530,Single,Star,Standard,1603
Alberta,Calgary,T3E 2V9,Female,Bachelor,59401,Married,Star,Standard,1060
Alberta,Banff,T4V 1D4,Female,Bachelor,75827,Married,Nova,Standard,840
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,66742,Divorced,Nova,Standard,361
Ontario,Toronto,M8Y 4K8,Male,High School or Below,73896,Married,Star,Standard,438
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,61331,Married,Nova,Standard,1362
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,63359,Married,Nova,Standard,354
British Columbia,Victoria,V10 6T5,Female,Bachelor,62870,Married,Star,Standard,1687
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,81116,Divorced,Star,2023 Promotion,609
British Columbia,Victoria,V10 6T5,Male,Bachelor,48525,Married,Nova,Standard,1592
Ontario,Ottawa,K1F 2R2,Male,High School or Below,68827,Divorced,Aurora,Standard,784
Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,57958,Single,Aurora,Standard,405
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,59776,Married,Nova,Standard,1166
Alberta,Banff,T4V 1D4,Male,Bachelor,63211,Divorced,Nova,Standard,426
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,51656,Married,Nova,Standard,1792
Ontario,Toronto,P5S 6R4,Female,Bachelor,49168,Married,Star,Standard,597
Ontario,Trenton,K8V 4B2,Male,Bachelor,78976,Married,Aurora,Standard,985
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61307,Married,Nova,Standard,495
Ontario,Kingston,M9K 2P4,Male,Bachelor,74413,Married,Star,Standard,690
Quebec,Montreal,H2Y 4R4,Female,Bachelor,73945,Single,Star,Standard,588
Quebec,Montreal,H2Y 2W2,Female,Bachelor,58549,Married,Aurora,Standard,549
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,79444,Single,Aurora,Standard,764
Ontario,Toronto,P1L 8X8,Female,Bachelor,67052,Married,Star,Standard,376
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,46607,Married,Star,Standard,1239
Alberta,Peace River,T9O 2W2,Female,Bachelor,54990,Divorced,Nova,Standard,694
Quebec,Montreal,H2Y 2W2,Male,Bachelor,58665,Married,Aurora,Standard,1719
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,55296,Married,Star,Standard,1639
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,67637,Single,Star,Standard,524
Ontario,Toronto,M8Y 4K8,Female,High School or Below,68339,Married,Star,2023 Promotion,1042
Quebec,Montreal,H2T 9K8,Male,Bachelor,53637,Married,Star,Standard,409
Ontario,Toronto,M8Y 4K8,Female,Bachelor,57527,Single,Aurora,Standard,1167
Quebec,Montreal,H2T 2J6,Male,Bachelor,71792,Married,Aurora,Standard,1633
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,76159,Married,Nova,Standard,1234
Quebec,Montreal,H2Y 4R4,Male,Bachelor,54297,Married,Star,Standard,687
Ontario,Toronto,P2T 6G3,Female,Bachelor,61125,Single,Star,Standard,1370
Ontario,Toronto,P2T 6G3,Female,Bachelor,77198,Divorced,Nova,Standard,403
Ontario,Toronto,M2Z 4K1,Female,Bachelor,53421,Single,Star,Standard,327
Ontario,Toronto,P1W 1K4,Male,Bachelor,62108,Married,Nova,Standard,740
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57808,Divorced,Aurora,Standard,917
Ontario,Toronto,P1J 8T7,Male,Bachelor,48538,Married,Star,Standard,1141
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,73810,Divorced,Nova,Standard,861
Ontario,Trenton,K8V 4B2,Female,Bachelor,55432,Married,Nova,Standard,1233
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,51430,Married,Nova,Standard,1258
Quebec,Hull,J8Y 3Z5,Female,Bachelor,65721,Married,Star,Standard,1641
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,48956,Married,Nova,Standard,850
Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,82383,Divorced,Nova,2023 Promotion,512
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,59149,Married,Star,Standard,467
Ontario,Toronto,P5S 6R4,Female,Bachelor,67819,Single,Aurora,Standard,1223
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49989,Married,Star,Standard,678
Ontario,Toronto,P1L 8X8,Male,Bachelor,59013,Divorced,Star,Standard,643
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,66868,Married,Star,Standard,1015
Ontario,Thunder Bay,K8T 5M5,Male,High School or Below,57691,Married,Star,Standard,474
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,30767,Married,Nova,2023 Promotion,608
Ontario,Toronto,M8Y 4K8,Female,Bachelor,82157,Married,Aurora,Standard,1307
New Brunswick,Moncton,E1A 2A7,Female,High School or Below,71630,Married,Nova,Standard,1857
Alberta,Edmonton,T9G 1W3,Male,Bachelor,78636,Married,Star,Standard,387
Ontario,Toronto,M8Y 4K8,Male,Bachelor,52455,Married,Star,Standard,589
British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61020,Married,Star,Standard,1002
Ontario,London,M5B 3E4,Male,High School or Below,68352,Married,Nova,Standard,507
Ontario,Trenton,K8V 4B2,Female,Bachelor,61402,Divorced,Star,Standard,1402
Quebec,Quebec City,G1B 3L5,Male,Bachelor,60732,Married,Nova,Standard,987
Quebec,Montreal,H4G 3T4,Female,Bachelor,72738,Married,Aurora,Standard,578
Ontario,Ottawa,K1F 2R2,Female,High School or Below,57678,Single,Aurora,Standard,1063
British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,53506,Divorced,Star,2023 Promotion,1039
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,80586,Married,Nova,Standard,930
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,73135,Single,Star,Standard,1392
Ontario,Toronto,M1R 4K3,Male,Bachelor,80529,Divorced,Aurora,Standard,1380
British Columbia,Victoria,V10 6T5,Female,Bachelor,61813,Married,Aurora,Standard,1058
Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,47587,Divorced,Star,Standard,1946
Quebec,Quebec City,G1B 3L5,Female,Bachelor,70530,Married,Nova,Standard,793
British Columbia,Vancouver,V6E 3D9,Female,High School or Below,39632,Married,Star,Standard,2049
Ontario,Ottawa,K1F 2R2,Female,Bachelor,74885,Married,Star,Standard,735
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,73970,Married,Nova,Standard,1401
Yukon,Whitehorse,Y2K 6R0,Female,High School or Below,69957,Single,Aurora,Standard,1104
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,80661,Married,Nova,Standard,548
British Columbia,Victoria,V10 6T5,Male,Bachelor,50920,Married,Aurora,Standard,1038
Ontario,Ottawa,K1F 2R2,Male,Bachelor,69274,Single,Star,Standard,713
Ontario,Kingston,M9K 2P4,Male,Bachelor,77689,Married,Star,Standard,455
Ontario,Kingston,M9K 2P4,Female,Bachelor,74756,Married,Nova,Standard,979
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79010,Married,Star,Standard,663
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,64122,Single,Star,Standard,1802
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,74756,Married,Nova,Standard,544
Quebec,Montreal,H2T 2J6,Male,Bachelor,82347,Married,Nova,Standard,556
Quebec,Montreal,H2T 9K8,Male,Bachelor,53557,Married,Nova,Standard,1396
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,77621,Married,Aurora,Standard,1071
Quebec,Hull,J8Y 3Z5,Female,Bachelor,50298,Married,Aurora,Standard,1922
Ontario,Kingston,M9K 2P4,Male,High School or Below,67765,Married,Nova,Standard,1026
