Loyalty Number;Country;Province;City;Postal Code;Gender;Education;Salary;Marital Status;Loyalty Card;Enrollment Type;Enrollment Year;Enrollment Month
937742;Canada;Ontario;Toronto;M1R 4K3;Male;College;0;Married;Nova;Standard;2019;2
937788;Canada;Quebec;Montreal;H2T 2J6;Female;Bachelor;104777;Divorced;Star;Standard;2020;5
937862;Canada;Manitoba;Winnipeg;R6Y 4T5;Female;Bachelor;92826;Married;Nova;Standard;2021;7
937911;Canada;Ontario;Toronto;M1R 4K3;Female;College;0;Married;Aurora;Standard;2019;7
937922;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;55479;Married;Nova;Standard;2021;4
937956;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;103037;Divorced;Star;Standard;2020;4
937976;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;59327;Married;Aurora;Standard;2023;10
938031;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;72064;Married;Aurora;Standard;2018;1
942102;Canada;Ontario;Toronto;M2M 6J7;Male;Master;113007;Single;Star;Standard;2023;6
938126;Canada;Quebec;Montreal;H4G 3T4;Male;College;0;Married;Star;Standard;2019;2
938323;Canada;Ontario;Toronto;P1J 8T7;Female;College;0;Single;Star;Standard;2020;7
938324;Canada;British Columbia;Whistler;V6T 1Y8;Male;Doctor;184518;Married;Star;Standard;2019;10
938516;Canada;British Columbia;Kelowna;V09 2E9;Male;College;0;Divorced;Nova;Standard;2020;7
938603;Canada;Ontario;London;M5B 3E4;Female;College;0;Single;Nova;Standard;2021;1
938628;Canada;Ontario;Toronto;P1L 8X8;Male;College;0;Married;Nova;Standard;2017;9
938636;Canada;Alberta;Edmonton;T9G 1W3;Male;Bachelor;49996;Married;Star;Standard;2019;10
938719;Canada;Manitoba;Winnipeg;R3R 3T4;Female;Bachelor;75827;Married;Nova;Standard;2023;10
938822;Canada;Ontario;Toronto;M2P 4F6;Female;Bachelor;83276;Divorced;Aurora;Standard;2022;7
938830;Canada;Ontario;Ottawa;K1F 2R2;Male;Bachelor;76959;Married;Aurora;Standard;2021;1
938873;Canada;Quebec;Quebec City;G1B 3L5;Female;High School or Below;53194;Divorced;Nova;Standard;2020;9
938914;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;73638;Married;Star;Standard;2018;9
938981;Canada;Alberta;Edmonton;T3G 6Y6;Female;College;0;Single;Aurora;2023 Promotion;2023;4
939074;Canada;British Columbia;Vancouver;V5R 1W3;Male;High School or Below;62283;Married;Nova;Standard;2018;10
939094;Canada;Quebec;Tremblant;H5Y 2S9;Female;Bachelor;54706;Married;Star;Standard;2020;1
939103;Canada;Quebec;Montreal;H2T 2J6;Male;College;0;Single;Aurora;Standard;2021;12
939204;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;97597;Married;Star;Standard;2019;11
939238;Canada;Ontario;Toronto;P1J 8T7;Female;Bachelor;91700;Divorced;Nova;Standard;2022;11
946816;Canada;Ontario;Ottawa;K1G 4Z0;Male;Bachelor;50012;Divorced;Star;Standard;2019;6
939319;Canada;Saskatchewan;Regina;S1J 3C5;Female;Bachelor;55701;Single;Aurora;Standard;2018;2
939333;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;52465;Married;Nova;Standard;2023;12
939399;Canada;Ontario;Sudbury;M5V 1G5;Female;Bachelor;83036;Married;Aurora;Standard;2019;6
939428;Canada;Quebec;Montreal;H2Y 4R4;Male;Doctor;137529;Married;Nova;Standard;2022;2
939431;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;68966;Married;Aurora;2023 Promotion;2023;4
939466;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;57033;Married;Star;Standard;2017;12
939474;Canada;Quebec;Montreal;H2T 9K8;Female;College;0;Married;Star;2023 Promotion;2023;3
939485;Canada;British Columbia;Victoria;V10 6T5;Male;College;0;Single;Star;Standard;2017;10
939521;Canada;Ontario;Toronto;P2T 6G3;Male;College;0;Married;Nova;Standard;2023;8
939562;Canada;Ontario;Toronto;M2Z 4K1;Female;Bachelor;95467;Married;Star;Standard;2021;12
939571;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;87099;Divorced;Aurora;Standard;2020;8
939593;Canada;Alberta;Edmonton;T9G 1W3;Female;College;0;Married;Aurora;Standard;2018;9
939683;Canada;Ontario;Toronto;P5S 6R4;Female;Master;112860;Divorced;Nova;Standard;2017;7
939752;Canada;Ontario;Toronto;P1L 8X8;Male;Bachelor;71849;Married;Star;Standard;2021;8
939760;Canada;Ontario;Toronto;M8Y 4K8;Male;Doctor;139884;Single;Nova;Standard;2020;12
939766;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;48188;Married;Nova;Standard;2022;2
939856;Canada;Quebec;Tremblant;H5Y 2S9;Female;Bachelor;59310;Married;Aurora;Standard;2022;9
939932;Canada;Manitoba;Winnipeg;R2C 0M5;Male;Bachelor;63578;Divorced;Star;Standard;2020;10
939961;Canada;Quebec;Tremblant;H5Y 2S9;Male;Doctor;199894;Married;Star;Standard;2019;5
939992;Canada;Newfoundland;St. John's;A1C 6H9;Male;Bachelor;61965;Married;Nova;Standard;2022;11
940156;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;103151;Single;Nova;Standard;2023;6
940200;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;76121;Married;Star;2023 Promotion;2023;4
940213;Canada;Saskatchewan;Regina;S6J 3G0;Male;College;0;Single;Star;Standard;2018;10
940249;Canada;Quebec;Montreal;H2T 2J6;Female;Bachelor;67684;Married;Star;Standard;2022;8
940256;Canada;Manitoba;Winnipeg;R6Y 4T5;Male;Bachelor;61804;Married;Nova;Standard;2020;1
940523;Canada;New Brunswick;Moncton;E1A 2A7;Female;Master;126642;Married;Nova;Standard;2018;4
940760;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;51999;Married;Aurora;Standard;2018;6
940796;Canada;British Columbia;Vancouver;V6E 3D9;Male;Master;82940;Married;Star;Standard;2017;8
940822;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;68869;Single;Star;Standard;2018;10
940874;Canada;Prince Edward Island;Charlottetown;C1A 6E8;Male;College;0;Single;Aurora;Standard;2018;11
940901;Canada;British Columbia;Vancouver;V1E 4R6;Male;College;0;Single;Nova;Standard;2020;7
940904;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;54980;Single;Nova;Standard;2023;9
941064;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Doctor;299662;Married;Nova;Standard;2018;4
985266;Canada;British Columbia;Vancouver;V6E 3D9;Male;College;0;Single;Nova;Standard;2017;11
941127;Canada;New Brunswick;Fredericton;E3B 2H2;Male;College;0;Married;Star;Standard;2019;4
941170;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;49817;Married;Aurora;Standard;2021;1
941194;Canada;New Brunswick;Moncton;E1A 2A7;Female;Bachelor;100264;Married;Aurora;Standard;2023;9
941324;Canada;Ontario;Toronto;M2P 4F6;Male;Bachelor;98382;Divorced;Star;Standard;2023;9
941361;Canada;New Brunswick;Moncton;E1A 2A7;Male;Bachelor;72997;Single;Aurora;Standard;2018;9
941380;Canada;Ontario;Trenton;K8V 4B2;Male;College;0;Single;Aurora;Standard;2021;4
135878;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;76159;Married;Star;Standard;2020;4
941679;Canada;Quebec;Tremblant;H5Y 2S9;Female;Bachelor;50790;Married;Star;Standard;2019;5
941683;Canada;Quebec;Tremblant;H5Y 2S9;Female;Bachelor;61617;Single;Aurora;Standard;2019;3
941852;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;88356;Married;Nova;Standard;2021;8
941865;Canada;Newfoundland;St. John's;A1C 6H9;Male;College;0;Single;Nova;Standard;2017;12
941882;Canada;Ontario;Toronto;M1R 4K3;Female;High School or Below;54912;Married;Aurora;Standard;2019;7
941984;Canada;Quebec;Quebec City;G1B 3L5;Female;College;0;Single;Nova;Standard;2022;6
942083;Canada;British Columbia;Vancouver;V5R 1W3;Female;Bachelor;79651;Married;Nova;Standard;2023;12
942189;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;68831;Single;Star;Standard;2023;10
942194;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Single;Star;Standard;2023;10
942287;Canada;Ontario;Toronto;P1L 8X8;Female;College;0;Married;Star;Standard;2019;1
942355;Canada;Quebec;Montreal;H3T 8L4;Male;Bachelor;50966;Married;Star;Standard;2017;8
942403;Canada;British Columbia;Vancouver;V1E 4R6;Female;College;0;Single;Nova;Standard;2023;6
942413;Canada;Nova Scotia;Halifax;B3C 2M8;Female;Bachelor;70333;Married;Aurora;Standard;2021;2
942535;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Bachelor;85659;Married;Star;Standard;2021;1
942601;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;99788;Married;Star;Standard;2017;11
942681;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;84264;Single;Star;Standard;2018;12
942703;Canada;Quebec;Montreal;H2Y 2W2;Male;Bachelor;59145;Divorced;Aurora;Standard;2021;7
942779;Canada;Ontario;Toronto;P1W 1K4;Female;Bachelor;73792;Married;Aurora;Standard;2020;3
942952;Canada;Quebec;Montreal;H4G 3T4;Male;College;0;Married;Aurora;Standard;2019;1
942984;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;52766;Married;Star;Standard;2022;9
943048;Canada;Ontario;Kingston;M9K 2P4;Female;Bachelor;48781;Married;Star;Standard;2022;2
943056;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;101933;Married;Star;Standard;2020;12
943068;Canada;Manitoba;Winnipeg;R2C 0M5;Female;College;0;Divorced;Star;Standard;2018;1
943211;Canada;Quebec;Montreal;H3T 8L4;Male;Bachelor;102352;Divorced;Nova;Standard;2020;1
943236;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;47377;Single;Aurora;Standard;2023;5
943380;Canada;Quebec;Montreal;H2T 9K8;Male;College;0;Married;Star;2023 Promotion;2023;2
943393;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;70323;Divorced;Nova;Standard;2019;7
943425;Canada;Ontario;Sudbury;M5V 1G5;Female;Bachelor;101436;Married;Nova;Standard;2023;8
943460;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;74123;Divorced;Nova;Standard;2020;6
943647;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;62289;Married;Nova;2023 Promotion;2023;2
943668;Canada;Ontario;Toronto;P1W 1K4;Female;Bachelor;88919;Single;Aurora;2023 Promotion;2023;4
943756;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;72036;Single;Aurora;Standard;2018;3
943775;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;52278;Married;Star;Standard;2018;10
943804;Canada;Quebec;Montreal;H2Y 4R4;Female;College;0;Single;Star;2023 Promotion;2023;2
943997;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;52805;Married;Nova;Standard;2022;12
944035;Canada;Quebec;Montreal;H2Y 4R4;Male;Doctor;198691;Divorced;Star;Standard;2021;12
944093;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;101352;Married;Nova;Standard;2019;12
944124;Canada;Ontario;Ottawa;K1G 4Z0;Female;Doctor;136794;Married;Nova;Standard;2018;12
944243;Canada;British Columbia;Vancouver;V6E 3D9;Female;College;0;Single;Nova;2023 Promotion;2023;3
944454;Canada;Quebec;Montreal;H2T 2J6;Male;College;0;Single;Aurora;Standard;2023;1
944506;Canada;Manitoba;Winnipeg;R6Y 4T5;Male;Bachelor;62800;Divorced;Star;Standard;2019;12
944541;Canada;Ontario;Toronto;M8Y 4K8;Male;College;0;Single;Star;Standard;2022;1
944636;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;60732;Single;Aurora;Standard;2019;11
944702;Canada;Quebec;Tremblant;H5Y 2S9;Male;College;0;Divorced;Star;Standard;2018;2
944750;Canada;Quebec;Quebec City;G1B 3L5;Male;College;0;Married;Star;Standard;2021;5
944810;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;55087;Married;Star;Standard;2018;12
944821;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Bachelor;54794;Married;Star;Standard;2022;3
944855;Canada;Saskatchewan;Regina;S6J 3G0;Female;College;0;Single;Star;Standard;2017;6
944980;Canada;Alberta;Edmonton;T3G 6Y6;Female;Bachelor;65023;Married;Nova;Standard;2018;4
945014;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;95061;Married;Aurora;Standard;2022;7
945015;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;58470;Single;Star;Standard;2018;7
945037;Canada;Manitoba;Winnipeg;R2C 0M5;Male;College;0;Single;Star;Standard;2022;4
945050;Canada;Ontario;Sudbury;M5V 1G5;Female;Bachelor;66166;Divorced;Star;Standard;2023;12
945064;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;75231;Single;Nova;Standard;2017;8
945091;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;75996;Married;Star;Standard;2021;12
945133;Canada;British Columbia;Victoria;V10 6T5;Female;High School or Below;54033;Single;Star;Standard;2017;5
945199;Canada;Ontario;Toronto;P1W 1K4;Female;Master;128352;Single;Nova;Standard;2022;12
945430;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;85742;Single;Star;Standard;2019;4
945479;Canada;British Columbia;Kelowna;V09 2E9;Female;High School or Below;54073;Married;Star;Standard;2021;10
945485;Canada;New Brunswick;Fredericton;E3B 2H2;Male;Bachelor;83703;Married;Nova;Standard;2017;8
945703;Canada;Ontario;Toronto;M8Y 4K8;Male;Bachelor;101123;Married;Aurora;2023 Promotion;2023;4
945765;Canada;Manitoba;Winnipeg;R2C 0M5;Male;College;0;Divorced;Star;Standard;2020;11
945780;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;College;0;Married;Nova;Standard;2022;2
945834;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;61301;Divorced;Star;2023 Promotion;2023;3
945974;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;72656;Divorced;Nova;Standard;2022;1
946001;Canada;Quebec;Quebec City;G1B 3L5;Female;Doctor;134577;Single;Star;Standard;2022;9
946258;Canada;Newfoundland;St. John's;A1C 6H9;Male;Doctor;175095;Married;Star;Standard;2022;5
946439;Canada;Quebec;Montreal;H2Y 4R4;Male;Master;74124;Married;Aurora;Standard;2023;12
946525;Canada;Manitoba;Winnipeg;R6Y 4T5;Female;Bachelor;78672;Married;Star;Standard;2018;11
946771;Canada;Ontario;Trenton;K8V 4B2;Male;High School or Below;53149;Married;Nova;Standard;2019;8
946932;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;55486;Married;Aurora;Standard;2022;12
946956;Canada;Alberta;Peace River;T9O 2W2;Female;Bachelor;69817;Married;Star;Standard;2021;4
947026;Canada;New Brunswick;Moncton;E1A 2A7;Male;Doctor;66360;Married;Aurora;Standard;2021;8
947099;Canada;British Columbia;Vancouver;V1E 4R6;Male;Bachelor;77118;Married;Nova;Standard;2018;7
947158;Canada;Ontario;Toronto;P1W 1K4;Female;Bachelor;86089;Single;Star;Standard;2022;7
947234;Canada;Quebec;Hull;J8Y 3Z5;Male;Master;94440;Divorced;Nova;Standard;2023;1
947367;Canada;British Columbia;Whistler;V6T 1Y8;Female;Bachelor;97030;Divorced;Aurora;Standard;2021;4
947408;Canada;Alberta;Edmonton;T3G 6Y6;Male;Bachelor;81520;Divorced;Nova;Standard;2019;9
947467;Canada;British Columbia;Vancouver;V6E 3D9;Female;Bachelor;49937;Married;Star;Standard;2020;2
947497;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;64784;Married;Nova;Standard;2022;6
947620;Canada;Nova Scotia;Halifax;B3C 2M8;Female;Bachelor;99269;Married;Star;Standard;2021;10
947635;Canada;Quebec;Hull;J8Y 3Z5;Female;Bachelor;57546;Single;Nova;Standard;2021;11
947641;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;63791;Married;Aurora;Standard;2022;12
947679;Canada;Ontario;Toronto;P5S 6R4;Male;Bachelor;68869;Single;Star;2023 Promotion;2023;2
947750;Canada;Ontario;Toronto;M8Y 4K8;Female;Bachelor;67059;Married;Star;2023 Promotion;2023;4
947763;Canada;Quebec;Montreal;H2Y 2W2;Female;Bachelor;63149;Single;Nova;Standard;2023;5
947863;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;66226;Married;Star;Standard;2021;8
947868;Canada;Quebec;Tremblant;H5Y 2S9;Male;Bachelor;96733;Married;Star;Standard;2017;5
947876;Canada;Ontario;Toronto;M1R 4K3;Male;Bachelor;101171;Married;Star;Standard;2023;12
947906;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;60352;Married;Nova;Standard;2021;11
948051;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;77010;Divorced;Star;Standard;2023;6
948053;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;68601;Married;Star;Standard;2018;3
948117;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;80816;Single;Nova;Standard;2020;3
948325;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;62620;Divorced;Nova;Standard;2022;4
948327;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;78659;Married;Star;Standard;2023;8
948404;Canada;Manitoba;Winnipeg;R2C 0M5;Female;Doctor;86499;Married;Star;Standard;2019;12
948489;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;94703;Married;Nova;Standard;2018;8
948576;Canada;Alberta;Banff;T4V 1D4;Male;Bachelor;93601;Single;Star;Standard;2020;12
948591;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;49073;Married;Nova;Standard;2022;7
948616;Canada;British Columbia;Kelowna;V09 2E9;Male;College;0;Single;Aurora;Standard;2018;2
948658;Canada;Ontario;Toronto;P2T 6G3;Male;Bachelor;47177;Married;Star;Standard;2022;10
948662;Canada;Quebec;Hull;J8Y 3Z5;Female;Bachelor;53571;Married;Star;Standard;2018;10
948693;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;61813;Married;Aurora;Standard;2021;1
948714;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;98620;Single;Star;Standard;2018;8
948747;Canada;Saskatchewan;Regina;S1J 3C5;Female;College;0;Married;Nova;Standard;2017;10
948783;Canada;Alberta;Edmonton;T3G 6Y6;Female;College;0;Single;Star;Standard;2020;2
948785;Canada;Ontario;Ottawa;K1G 4Z0;Female;Bachelor;67344;Married;Nova;Standard;2020;11
948815;Canada;Ontario;Sudbury;M5V 1G5;Male;Bachelor;78293;Married;Star;Standard;2022;2
948825;Canada;British Columbia;Vancouver;V6E 3Z3;Male;Bachelor;82989;Married;Nova;Standard;2018;1
948831;Canada;Ontario;Toronto;M2Z 4K1;Male;College;0;Single;Nova;Standard;2021;7
948950;Canada;Ontario;Thunder Bay;K8T 5M5;Female;Bachelor;66831;Married;Aurora;Standard;2018;2
948961;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;100913;Married;Nova;Standard;2023;12
949134;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Bachelor;100256;Married;Nova;Standard;2018;6
949175;Canada;Manitoba;Winnipeg;R3R 3T4;Female;College;0;Single;Aurora;Standard;2019;9
949406;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;70495;Married;Nova;Standard;2020;8
949612;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;88082;Married;Nova;Standard;2023;6
949628;Canada;Saskatchewan;Regina;S6J 3G0;Female;College;0;Married;Star;Standard;2017;7
949821;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;49168;Married;Nova;Standard;2022;12
949829;Canada;Nova Scotia;Halifax;B3J 9S2;Male;Bachelor;68797;Married;Nova;Standard;2018;4
949890;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;95924;Divorced;Star;Standard;2019;3
949952;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;70161;Married;Nova;Standard;2017;5
949974;Canada;Ontario;Trenton;K8V 4B2;Male;Bachelor;103413;Married;Star;Standard;2023;5
950029;Canada;Quebec;Montreal;H2T 2J6;Male;Bachelor;81936;Married;Nova;Standard;2020;1
950107;Canada;British Columbia;Dawson Creek;U5I 4F1;Male;Bachelor;82761;Married;Nova;2023 Promotion;2023;3
950213;Canada;Ontario;Trenton;K8V 4B2;Male;Master;121648;Single;Nova;Standard;2019;1
950216;Canada;Ontario;Toronto;P1W 1K4;Male;Bachelor;99688;Single;Nova;2023 Promotion;2023;2
950252;Canada;Ontario;Toronto;M1R 4K3;Female;Bachelor;82388;Married;Aurora;Standard;2023;7
950304;Canada;Quebec;Hull;J8Y 3Z5;Male;Doctor;229203;Married;Nova;Standard;2019;4
950336;Canada;British Columbia;Kelowna;V09 2E9;Female;Bachelor;55994;Married;Aurora;Standard;2021;10
950356;Canada;Quebec;Montreal;H3T 8L4;Male;Bachelor;63079;Married;Aurora;Standard;2019;12
950391;Canada;Ontario;Kingston;M9K 2P4;Male;Bachelor;65872;Married;Star;Standard;2022;2
950393;Canada;Ontario;Ottawa;K1F 2R2;Female;Bachelor;81518;Divorced;Nova;Standard;2022;7
950403;Canada;Prince Edward Island;Charlottetown;C1A 6E8;Female;Bachelor;48669;Married;Star;Standard;2022;3
950437;Canada;Ontario;Toronto;M8Y 4K8;Male;Doctor;237790;Single;Aurora;Standard;2018;10
950445;Canada;Ontario;Toronto;P5S 6R4;Female;Bachelor;56261;Married;Nova;Standard;2019;4
950446;Canada;British Columbia;Vancouver;V6E 3Z3;Female;College;0;Single;Nova;Standard;2020;7
950467;Canada;British Columbia;Vancouver;V6E 3Z3;Male;College;0;Married;Star;2023 Promotion;2023;4
950593;Canada;Manitoba;Winnipeg;R2C 0M5;Female;College;0;Single;Aurora;Standard;2021;5
950660;Canada;British Columbia;Victoria;V10 6T5;Male;College;0;Divorced;Aurora;Standard;2020;11
950707;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;69609;Married;Nova;Standard;2017;6
950832;Canada;British Columbia;Vancouver;V5R 1W3;Female;Doctor;210090;Divorced;Star;Standard;2020;2
950896;Canada;British Columbia;Vancouver;V5R 1W3;Female;College;0;Divorced;Aurora;Standard;2023;8
950914;Canada;Saskatchewan;Regina;S6J 3G0;Female;Doctor;100760;Married;Star;Standard;2022;9
950915;Canada;Quebec;Montreal;H4G 3T4;Female;Bachelor;60759;Divorced;Star;Standard;2022;4
950933;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;63048;Single;Star;Standard;2021;11
950947;Canada;British Columbia;West Vancouver;V6V 8Z3;Female;Doctor;121241;Married;Nova;Standard;2019;12
950961;Canada;Alberta;Edmonton;T9G 1W3;Female;College;0;Married;Aurora;Standard;2023;12
950980;Canada;Ontario;Toronto;P1J 8T7;Male;Bachelor;82300;Married;Aurora;Standard;2019;2
951226;Canada;Manitoba;Winnipeg;R2C 0M5;Male;High School or Below;62621;Single;Star;Standard;2017;8
951353;Canada;Ontario;Toronto;M2M 7K8;Male;Bachelor;82152;Married;Aurora;2023 Promotion;2023;3
951389;Canada;Ontario;Toronto;P5S 6R4;Male;Bachelor;55613;Married;Aurora;Standard;2018;8
951458;Canada;Quebec;Quebec City;G1B 3L5;Male;Bachelor;78900;Married;Star;Standard;2021;3
951546;Canada;Nova Scotia;Halifax;B3C 2M8;Male;Bachelor;84341;Married;Nova;Standard;2022;5
951616;Canada;New Brunswick;Moncton;E1A 2A7;Male;Bachelor;90414;Married;Aurora;Standard;2019;8
951624;Canada;Ontario;Toronto;P1J 8T7;Male;Doctor;199894;Married;Nova;Standard;2020;3
951712;Canada;Ontario;Thunder Bay;K8T 5M5;Male;Bachelor;73633;Single;Star;Standard;2021;12
951719;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;69232;Married;Aurora;Standard;2019;2
951746;Canada;British Columbia;Whistler;V6T 1Y8;Male;College;0;Single;Star;Standard;2023;1
951781;Canada;British Columbia;Vancouver;V6E 3Z3;Female;Bachelor;61940;Married;Star;Standard;2022;1
951941;Canada;Quebec;Quebec City;G1B 3L5;Male;College;0;Single;Aurora;Standard;2021;12
951954;Canada;British Columbia;Vancouver;V5R 1W3;Male;Bachelor;69210;Married;Star;Standard;2021;6
952003;Canada;Ontario;Toronto;P2T 6G3;Female;Bachelor;55173;Divorced;Star;Standard;2019;8
952026;Canada;Alberta;Calgary;T3E 2V9;Male;College;0;Married;Nova;Standard;2018;3
952077;Canada;Alberta;Edmonton;T3G 6Y6;Male;College;0;Single;Nova;Standard;2018;2
952093;Canada;Alberta;Calgary;T3E 2V9;Female;Bachelor;66019;Married;Star;Standard;2018;11
952163;Canada;Quebec;Quebec City;G1B 3L5;Female;College;0;Single;Star;Standard;2020;1
952222;Canada;New Brunswick;Fredericton;E3B 2H2;Female;Bachelor;88308;Single;Aurora;Standard;2018;1
952244;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;61253;Divorced;Nova;Standard;2023;11
952322;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;51097;Married;Nova;Standard;2021;11
952326;Canada;Newfoundland;St. John's;A1C 6H9;Female;Bachelor;75681;Married;Star;Standard;2017;12
952393;Canada;Saskatchewan;Regina;S1J 3C5;Male;Bachelor;56868;Married;Aurora;Standard;2023;6
952434;Canada;Quebec;Montreal;H2T 9K8;Male;Bachelor;85808;Married;Nova;Standard;2019;3
952493;Canada;Ontario;Toronto;M1R 4K3;Male;Master;105231;Divorced;Star;Standard;2019;7
952532;Canada;British Columbia;Vancouver;V5R 1W3;Male;College;0;Single;Nova;Standard;2022;11
952545;Canada;British Columbia;Dawson Creek;U5I 4F1;Female;Bachelor;58711;Divorced;Star;Standard;2017;10
952602;Canada;Manitoba;Winnipeg;R6Y 4T5;Female;Bachelor;62399;Single;Aurora;Standard;2022;9
952629;Canada;Ontario;Toronto;P2T 6G3;Female;College;0;Divorced;Star;Standard;2020;1
952641;Canada;British Columbia;Whistler;V6T 1Y8;Male;Bachelor;71057;Single;Star;Standard;2017;9
952672;Canada;Quebec;Quebec City;G1B 3L5;Female;Bachelor;94029;Married;Star;2023 Promotion;2023;3
952696;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;99788;Married;Nova;Standard;2022;12
952717;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;70206;Divorced;Aurora;Standard;2020;3
952730;Canada;British Columbia;Vancouver;V6E 3D9;Male;Doctor;198868;Married;Star;Standard;2020;10
952859;Canada;British Columbia;Vancouver;V1E 4R6;Female;Bachelor;85447;Married;Aurora;Standard;2019;5
952911;Canada;Quebec;Montreal;H2T 9K8;Female;Bachelor;67678;Married;Aurora;Standard;2022;10
952938;Canada;British Columbia;Vancouver;V6E 3D9;Male;Bachelor;47026;Married;Star;Standard;2021;5
952955;Canada;Ontario;Toronto;M2M 7K8;Female;Bachelor;74651;Single;Aurora;Standard;2020;6
952959;Canada;Alberta;Banff;T4V 1D4;Female;Bachelor;66177;Married;Aurora;Standard;2017;6
953097;Canada;Quebec;Montreal;H2Y 4R4;Female;Bachelor;104990;Married;Star;Standard;2019;12
953198;Canada;Ontario;Ottawa;K1F 2R2;Male;Bachelor;75231;Single;Aurora;Standard;2021;3
136470;Canada;Manitoba;Winnipeg;R2C 0M5;Female;College;0;Married;Nova;Standard;2018;3
953281;Canada;Nova Scotia;Halifax;B3C 2M8;Male;College;0;Divorced;Star;Standard;2020;6
